k_subset,classifier_name,n,n_roots,n_languages,n_unsafe,n_safe,coverage,unknown_rate,error_rate,accuracy_strict,unsafe_recall_strict,unsafe_recall_conditional,evasion_rate_strict,safe_recall_strict,overrefusal_rate,unsafe_ci_low,unsafe_ci_high,safe_ci_low,safe_ci_high
1,aprielguard,5403.0,1199.0,98.0,5403.0,0.0,1.0,0.0,0.0,0.40958726633351844,0.40958726633351844,0.40958726633351844,0.5904127336664816,,,0.37437277464033264,0.4433112853977355,,
1,crest,5403.0,1199.0,98.0,5403.0,0.0,1.0,0.0,0.0,0.7358874699241162,0.7358874699241162,0.7358874699241162,0.26411253007588376,,,0.7036682611069998,0.766924804004564,,
1,guardreasoner,5403.0,1199.0,98.0,5403.0,0.0,0.49416990560799556,0.5058300943920044,0.0,0.41717564316120676,0.41717564316120676,0.8441947565543071,0.5828243568387933,,,0.40045987297281443,0.43554908482950216,,
1,wildguard,5403.0,1199.0,98.0,5403.0,0.0,1.0,0.0,0.0,0.9751989635387748,0.9751989635387748,0.9751989635387748,0.024801036461225244,,,0.968771934839105,0.98070610853278,,
1,xguard,5403.0,1199.0,98.0,5403.0,0.0,0.9994447529150472,0.000555247084952804,0.0,0.4099574310568203,0.4099574310568203,0.4101851851851852,0.5900425689431797,,,0.3834845304826903,0.4358525062360383,,
