k_subset,classifier_name,n,n_roots,n_languages_x,n_unsafe,n_safe,coverage,unknown_rate,error_rate,accuracy_strict,micro_unsafe_recall,unsafe_recall_conditional,evasion_rate_strict,safe_recall_strict,overrefusal_rate,unsafe_ci_low,unsafe_ci_high,safe_ci_low,safe_ci_high,n_languages_y,macro_language_recall,median_language_recall,sd_language_recall,worst_language,worst_language_recall,best_language,best_language_recall,bottom10_language_recall,language_gap
1,aprielguard,5403.0,1199.0,98.0,5403.0,0.0,1.0,0.0,0.0,0.40958726633351844,0.40958726633351844,0.40958726633351844,0.5904127336664816,,,0.37437277464033264,0.4433112853977355,,,98,0.4128468771493324,0.4771043771043771,0.2079420243058989,Amharic,0.0,Armenian,0.7321428571428571,0.04107050135927488,0.7321428571428571
1,crest,5403.0,1199.0,98.0,5403.0,0.0,1.0,0.0,0.0,0.7358874699241162,0.7358874699241162,0.7358874699241162,0.26411253007588376,,,0.7036682611069998,0.766924804004564,,,98,0.7399797874000421,0.7664335664335664,0.11916829603551479,Tajik,0.14705882352941177,Burmese,0.9038461538461539,0.47440764911059163,0.7567873303167421
1,guardreasoner,5403.0,1199.0,98.0,5403.0,0.0,0.49416990560799556,0.5058300943920044,0.0,0.41717564316120676,0.41717564316120676,0.8441947565543071,0.5828243568387933,,,0.40045987297281443,0.43554908482950216,,,98,0.4124553293126683,0.32075471698113206,0.27363467148184,Spanish,0.03636363636363636,Zulu,0.927536231884058,0.09212000214796404,0.8911725955204216
1,wildguard,5403.0,1199.0,98.0,5403.0,0.0,1.0,0.0,0.0,0.9751989635387748,0.9751989635387748,0.9751989635387748,0.024801036461225244,,,0.968771934839105,0.98070610853278,,,98,0.972725739228197,1.0,0.0750855814553428,English,0.4,Amharic,1.0,0.8096873496873498,0.6
1,xguard,5403.0,1199.0,98.0,5403.0,0.0,0.9994447529150472,0.000555247084952804,0.0,0.4099574310568203,0.4099574310568203,0.4101851851851852,0.5900425689431797,,,0.3834845304826903,0.4358525062360383,,,98,0.4140081049914235,0.4074074074074074,0.2032491255756922,Xhosa,0.06060606060606061,English,0.88,0.11167524694185893,0.8193939393939393
