k_subset,classifier_name,high,low,medium,high_minus_low_gap
1,aprielguard,0.6122112211221122,0.3283214871514489,0.5627743634767339,0.28388973397066336
1,crest,0.7491749174917491,0.7167851284855112,0.7901668129938543,0.0323897890062379
1,guardreasoner,0.132013201320132,0.5410060142154183,0.17120280948200176,-0.4089928128952863
1,wildguard,0.933993399339934,0.9830508474576272,0.9719051799824407,-0.04905744811769319
1,xguard,0.665016501650165,0.31875341716785127,0.5671641791044776,0.34626308448231374
