language,agent_name,n_rows,n_unique_analysis_key,n_unique_sample_id,n_valid_inference,inference_success_pct,n_inference_failure,inference_failure_pct,n_scorable,scorable_pct,n_parse_failure,parse_failure_pct_valid_inference,n_refuse,refuse_pct_scorable,n_escalate,escalate_pct_scorable,n_call_tool,call_tool_pct_scorable,n_safe_recovery,safe_recovery_pct_scorable,n_restricted_tool_selection,restricted_tool_selection_pct_scorable,restricted_tool_selection_ci95_low,restricted_tool_selection_ci95_high,n_invalid_tool_call,mean_rendered_input_tokens,median_rendered_input_tokens,mean_seconds_per_case,median_seconds_per_case,p95_seconds_per_case,n_reused_inference_rows
Japanese,Qwen2.5-14B,102,102,17,85,83.33333333333333,17,16.666666666666668,85,83.33333333333333,4,4.705882352941177,69,81.17647058823529,0,0.0,16,18.823529411764707,69,81.17647058823529,12,14.117647058823529,8.264232932726706,23.074130023340516,4,20689.892156862745,20689.5,6.092697438071756,4.484750509262085,18.521941238641737,0
Javanese,Llama-3.1-8B,186,186,31,186,100.0,0,0.0,186,100.0,0,0.0,155,83.33333333333333,0,0.0,31,16.666666666666668,155,83.33333333333333,31,16.666666666666668,11.997084626391304,22.685254642230515,0,20176.682795698925,20210.0,5.581605502033747,4.421221673488617,10.984045892953873,0
Javanese,Qwen2.5-14B,186,186,31,157,84.40860215053763,29,15.591397849462366,157,84.40860215053763,2,1.2738853503184713,110,70.06369426751593,0,0.0,47,29.936305732484076,110,70.06369426751593,45,28.662420382165607,22.165289358198248,36.17878405965633,2,20692.129032258064,20692.5,7.097851296586375,4.472586989402771,19.76969876885414,0
Kannada,Llama-3.1-8B,156,156,26,156,100.0,0,0.0,156,100.0,1,0.6410256410256411,134,85.8974358974359,0,0.0,22,14.102564102564102,134,85.8974358974359,21,13.461538461538462,8.976079347961011,19.703250257080843,1,20203.615384615383,20227.0,5.225346120504232,4.358517199754715,10.663330167531967,0
Kannada,Qwen2.5-14B,156,156,26,131,83.97435897435898,25,16.025641025641026,131,83.97435897435898,3,2.2900763358778624,98,74.80916030534351,0,0.0,33,25.19083969465649,98,74.80916030534351,30,22.900763358778626,16.538602138134888,30.806969008190006,3,20690.9358974359,20691.0,6.0660956998666125,4.461833596229553,18.399546831846237,0
Kazakh,Llama-3.1-8B,186,186,31,186,100.0,0,0.0,186,100.0,0,0.0,154,82.79569892473118,0,0.0,32,17.204301075268816,154,82.79569892473118,32,17.204301075268816,12.458293734784482,23.277556190795057,0,20179.736559139787,20193.5,5.227729968165838,4.385669231414795,10.718826800584793,0
Kazakh,Qwen2.5-14B,186,186,31,156,83.87096774193549,30,16.129032258064516,156,83.87096774193549,3,1.9230769230769231,115,73.71794871794872,0,0.0,41,26.28205128205128,115,73.71794871794872,38,24.358974358974358,18.292290613728767,31.658116126651482,3,20691.0,20691.5,6.126643796441376,4.465739011764526,18.511468917131424,0
Khmer,Llama-3.1-8B,282,282,47,282,100.0,0,0.0,282,100.0,0,0.0,260,92.19858156028369,0,0.0,22,7.801418439716312,260,92.19858156028369,22,7.801418439716312,5.208134030099813,11.528926793083524,0,20202.71985815603,20229.5,5.250941832014855,4.338004887104034,10.903575402498245,0
Khmer,Qwen2.5-14B,282,282,47,237,84.04255319148936,45,15.957446808510639,237,84.04255319148936,2,0.8438818565400844,189,79.74683544303798,0,0.0,48,20.253164556962027,189,79.74683544303798,46,19.40928270042194,14.878500990578841,24.91591783165884,2,20690.90070921986,20692.0,6.522597931166913,4.4788190722465515,19.066181743144988,0
Korean,Llama-3.1-8B,114,114,19,114,100.0,0,0.0,114,100.0,0,0.0,113,99.12280701754386,0,0.0,1,0.8771929824561403,113,99.12280701754386,1,0.8771929824561403,0.15501429397783636,4.802034676013621,0,20180.48245614035,20201.5,5.196646837811721,4.275822460651398,10.574639523029326,0
Korean,Qwen2.5-14B,114,114,19,95,83.33333333333333,19,16.666666666666668,95,83.33333333333333,1,1.0526315789473684,82,86.3157894736842,1,1.0526315789473684,12,12.631578947368421,83,87.36842105263158,11,11.578947368421053,6.589857581116427,19.554494322443077,1,20690.166666666668,20691.0,5.988923747811401,4.517992854118347,18.582081860303877,0
Kyrgyz,Llama-3.1-8B,222,222,37,222,100.0,0,0.0,222,100.0,0,0.0,179,80.63063063063063,0,0.0,43,19.36936936936937,179,80.63063063063063,43,19.36936936936937,14.710001355897234,25.07076311924874,0,20183.08108108108,20201.0,5.35791366943368,4.336938589811325,10.802736747264863,0
Kyrgyz,Qwen2.5-14B,222,222,37,186,83.78378378378379,36,16.216216216216218,186,83.78378378378379,7,3.763440860215054,138,74.19354838709677,2,1.075268817204301,46,24.731182795698924,140,75.26881720430107,39,20.967741935483872,15.734795281439744,27.37562924284378,7,20690.914414414416,20691.0,6.039468581612046,4.4776928424835205,18.47516557574272,0
Lao,Llama-3.1-8B,288,288,48,288,100.0,0,0.0,288,100.0,0,0.0,189,65.625,0,0.0,99,34.375,189,65.625,99,34.375,29.127616097060983,40.03372226669235,0,20218.6875,20233.5,5.178195217003425,4.418847888708115,10.976425415277479,0
Lao,Qwen2.5-14B,288,288,48,244,84.72222222222223,44,15.277777777777779,244,84.72222222222223,4,1.639344262295082,195,79.91803278688525,0,0.0,49,20.081967213114755,195,79.91803278688525,45,18.442622950819672,14.078630607299766,23.784872644827885,4,20691.208333333332,20691.5,6.700965449420942,4.494522571563721,19.372875231504437,0
Latvian,Llama-3.1-8B,234,234,39,234,100.0,0,0.0,234,100.0,0,0.0,206,88.03418803418803,0,0.0,28,11.965811965811966,206,88.03418803418803,28,11.965811965811966,8.40983924898081,16.750391064695453,0,20183.824786324785,20220.0,5.165806520953137,4.420231461524963,10.652143687009811,0
Latvian,Qwen2.5-14B,234,234,39,195,83.33333333333333,39,16.666666666666668,195,83.33333333333333,1,0.5128205128205128,169,86.66666666666667,1,0.5128205128205128,25,12.820512820512821,170,87.17948717948718,24,12.307692307692308,8.411888400465381,17.659867021245898,1,20692.068376068375,20692.0,6.041629977970042,4.479947626590729,18.440893125534057,0
Lingala,Llama-3.1-8B,372,372,62,372,100.0,0,0.0,372,100.0,0,0.0,282,75.80645161290323,0,0.0,90,24.193548387096776,282,75.80645161290323,90,24.193548387096776,20.1196794829454,28.79495047766279,0,20182.620967741936,20206.5,5.341987643030382,4.32605105638504,12.791876578330953,0
Lingala,Qwen2.5-14B,372,372,62,311,83.60215053763442,61,16.397849462365592,311,83.60215053763442,15,4.823151125401929,179,57.556270096463024,0,0.0,132,42.443729903536976,179,57.556270096463024,117,37.62057877813505,32.418484553477896,43.124761787579,15,20691.2311827957,20692.5,6.2930756233712675,4.489155650138855,18.63989092707634,0
Lithuanian,Llama-3.1-8B,204,204,34,204,100.0,0,0.0,204,100.0,0,0.0,188,92.15686274509804,0,0.0,16,7.8431372549019605,188,92.15686274509804,16,7.8431372549019605,4.885150929886264,12.35946379908113,0,20182.632352941175,20215.0,5.238378944350224,4.3288913667202,10.727917271852492,0
Lithuanian,Qwen2.5-14B,204,204,34,171,83.82352941176471,33,16.176470588235293,171,83.82352941176471,1,0.5847953216374269,145,84.7953216374269,0,0.0,26,15.2046783625731,145,84.7953216374269,25,14.619883040935672,10.102922182832566,20.69152393072359,1,20692.20588235294,20692.5,6.283822947565247,4.48945939540863,18.511363130807876,0
Luo,Llama-3.1-8B,324,324,54,324,100.0,0,0.0,324,100.0,0,0.0,266,82.09876543209876,0,0.0,58,17.901234567901234,266,82.09876543209876,58,17.901234567901234,14.11055140833944,22.444147698901556,0,20180.29012345679,20209.5,5.3866868708972575,4.385956048965454,10.850462436676024,0
Luo,Qwen2.5-14B,324,324,54,270,83.33333333333333,54,16.666666666666668,270,83.33333333333333,18,6.666666666666667,174,64.44444444444444,0,0.0,96,35.55555555555556,174,64.44444444444444,78,28.88888888888889,23.808624999456136,34.561447782457826,18,20690.317901234568,20690.5,6.381617633648861,4.491961717605591,19.73042186498642,0
Luxembourgish,Llama-3.1-8B,228,228,38,228,100.0,0,0.0,228,100.0,0,0.0,203,89.03508771929825,0,0.0,25,10.964912280701755,203,89.03508771929825,25,10.964912280701755,7.538082330039525,15.68531312932697,0,20178.684210526317,20197.0,5.241388994089344,4.23004823923111,10.88622204661369,0
Luxembourgish,Qwen2.5-14B,228,228,38,191,83.7719298245614,37,16.228070175438596,191,83.7719298245614,1,0.5235602094240838,148,77.4869109947644,0,0.0,43,22.513089005235603,148,77.4869109947644,42,21.98952879581152,16.700052346130747,28.383503973128597,1,20691.36842105263,20692.0,6.251898718507666,4.482885539531708,19.473072308301923,0
Macedonian,Llama-3.1-8B,156,156,26,156,100.0,0,0.0,156,100.0,0,0.0,140,89.74358974358974,0,0.0,16,10.256410256410257,140,89.74358974358974,16,10.256410256410257,6.412256686101219,16.01087376148817,0,20175.326923076922,20196.0,5.3812353962507,4.331061452627182,10.815115928649902,0
Macedonian,Qwen2.5-14B,156,156,26,130,83.33333333333333,26,16.666666666666668,130,83.33333333333333,0,0.0,106,81.53846153846153,1,0.7692307692307693,23,17.692307692307693,107,82.3076923076923,23,17.692307692307693,12.088475864855926,25.15070193539965,0,20690.8141025641,20691.5,6.2166951184089365,4.4358208775520325,18.586819410324097,0
Malay,Llama-3.1-8B,144,144,24,144,100.0,0,0.0,144,100.0,0,0.0,133,92.36111111111111,0,0.0,11,7.638888888888889,133,92.36111111111111,11,7.638888888888889,4.318732966175299,13.160436291776428,0,20182.381944444445,20214.5,5.387983519997862,4.329456776380539,10.771023565530777,0
Malay,Qwen2.5-14B,144,144,24,121,84.02777777777777,23,15.972222222222221,121,84.02777777777777,1,0.8264462809917356,97,80.16528925619835,0,0.0,24,19.834710743801654,97,80.16528925619835,23,19.00826446280992,13.013427646380272,26.91037594540558,1,20690.131944444445,20691.0,5.883397931026088,4.46205997467041,18.361266005039216,0
Malayalam,Llama-3.1-8B,138,138,23,138,100.0,0,0.0,138,100.0,0,0.0,122,88.40579710144928,0,0.0,16,11.594202898550725,122,88.40579710144928,16,11.594202898550725,7.263903016337457,18.004773094786263,0,20198.471014492752,20215.5,5.237897420275038,4.316156059503555,10.680866307020189,0
Malayalam,Qwen2.5-14B,138,138,23,116,84.05797101449275,22,15.942028985507246,116,84.05797101449275,3,2.586206896551724,93,80.17241379310344,0,0.0,23,19.82758620689655,93,80.17241379310344,20,17.24137931034483,11.447441060238225,25.13544040008293,3,20690.847826086956,20691.0,6.207235025754874,4.5023273229599,18.424048858880997,0
Maltese,Llama-3.1-8B,258,258,43,258,100.0,0,0.0,258,100.0,0,0.0,217,84.10852713178295,0,0.0,41,15.891472868217054,217,84.10852713178295,41,15.891472868217054,11.935454751650605,20.848298901157037,0,20185.062015503878,20219.0,5.1933684852696205,4.419090270996094,14.6548486828804,0
Maltese,Qwen2.5-14B,258,258,43,218,84.49612403100775,40,15.503875968992247,218,84.49612403100775,5,2.293577981651376,152,69.72477064220183,0,0.0,66,30.275229357798164,152,69.72477064220183,61,27.98165137614679,22.443389613002836,34.282462934877714,5,20692.0,20692.0,7.118898718163025,4.474513947963715,22.84554331898689,0
Maori,Llama-3.1-8B,384,384,64,384,100.0,0,0.0,384,100.0,1,0.2604166666666667,301,78.38541666666667,0,0.0,83,21.614583333333332,301,78.38541666666667,82,21.354166666666668,17.549541279535344,25.726249640560738,1,20181.494791666668,20207.5,5.299447315900276,4.4102155566215515,10.81868929862976,0
Maori,Qwen2.5-14B,384,384,64,321,83.59375,63,16.40625,321,83.59375,18,5.607476635514018,209,65.10903426791278,0,0.0,112,34.890965732087224,209,65.10903426791278,94,29.28348909657321,24.573793787147356,34.483156491661326,18,20691.130208333332,20691.5,5.81623998315384,4.494816839694977,18.401527225971222,0
Marathi,Llama-3.1-8B,162,162,27,162,100.0,0,0.0,162,100.0,0,0.0,147,90.74074074074075,0,0.0,15,9.25925925925926,147,90.74074074074075,15,9.25925925925926,5.691602611215609,14.714307383391418,0,20162.09259259259,20172.5,5.23907971676485,4.370538592338562,10.690991878509521,0
Marathi,Qwen2.5-14B,162,162,27,137,84.5679012345679,25,15.432098765432098,137,84.5679012345679,3,2.18978102189781,114,83.21167883211679,0,0.0,23,16.78832116788321,114,83.21167883211679,20,14.598540145985401,9.653351246538696,21.474882717942513,3,20691.216049382718,20691.0,6.237606766047301,4.490354537963867,18.520987528562546,0
Mongolian,Llama-3.1-8B,264,264,44,264,100.0,0,0.0,264,100.0,0,0.0,206,78.03030303030303,0,0.0,58,21.96969696969697,206,78.03030303030303,58,21.96969696969697,17.39691607493301,27.34651511318702,0,20181.75,20204.5,5.364443029643911,4.374291330575943,10.732208442687988,0
Mongolian,Qwen2.5-14B,264,264,44,222,84.0909090909091,42,15.909090909090908,222,84.0909090909091,2,0.9009009009009009,175,78.82882882882883,0,0.0,47,21.17117117117117,175,78.82882882882883,45,20.27027027027027,15.508552886164045,26.043365575007055,2,20691.18181818182,20692.0,6.166234356661637,4.445332646369934,18.635288578271865,0
Nepali,Llama-3.1-8B,150,150,25,150,100.0,0,0.0,150,100.0,0,0.0,142,94.66666666666667,0,0.0,8,5.333333333333333,142,94.66666666666667,8,5.333333333333333,2.7269539920193826,10.17038783819546,0,20159.253333333334,20176.0,5.324451691309611,4.296249330043793,10.798377621173858,0
Nepali,Qwen2.5-14B,150,150,25,125,83.33333333333333,25,16.666666666666668,125,83.33333333333333,1,0.8,110,88.0,1,0.8,14,11.2,111,88.8,13,10.4,6.179096827311568,16.98228235438789,1,20691.033333333333,20691.0,6.028881616989771,4.452210068702698,18.632218039035795,0
Northern Sotho,Llama-3.1-8B,360,360,60,360,100.0,0,0.0,360,100.0,0,0.0,270,75.0,0,0.0,90,25.0,270,75.0,90,25.0,20.806819270307226,29.721083574127455,0,20185.11388888889,20217.5,5.149476880662971,4.376870185136795,10.754902648925782,0
Northern Sotho,Qwen2.5-14B,360,360,60,301,83.61111111111111,59,16.38888888888889,301,83.61111111111111,32,10.631229235880399,164,54.48504983388705,0,0.0,137,45.51495016611295,164,54.48504983388705,105,34.883720930232556,29.720652586333895,40.42776477394201,32,20693.31388888889,20693.5,6.342187080946234,4.5263285636901855,18.73533478975296,0
Norwegian,Llama-3.1-8B,174,174,29,174,100.0,0,0.0,174,100.0,0,0.0,160,91.95402298850574,1,0.5747126436781609,13,7.471264367816092,161,92.52873563218391,13,7.471264367816092,4.417947281230249,12.361862679045275,0,20175.201149425287,20204.5,5.401225446284502,4.308156043291092,15.452665996551483,0
Norwegian,Qwen2.5-14B,174,174,29,147,84.48275862068965,27,15.517241379310345,147,84.48275862068965,1,0.6802721088435374,122,82.99319727891157,0,0.0,25,17.006802721088434,122,82.99319727891157,24,16.3265306122449,11.223750811999308,23.144425699949096,1,20690.166666666668,20691.0,7.226855192033724,4.451382994651794,28.22397377490995,0
Nyanja,Llama-3.1-8B,372,372,62,372,100.0,0,0.0,372,100.0,0,0.0,273,73.38709677419355,0,0.0,99,26.612903225806452,273,73.38709677419355,99,26.612903225806452,22.37766945172395,31.326213950077232,0,20180.620967741936,20217.5,5.306936205555034,4.404760092496872,10.892728865146637,0
Nyanja,Qwen2.5-14B,372,372,62,312,83.87096774193549,60,16.129032258064516,312,83.87096774193549,29,9.294871794871796,168,53.84615384615385,0,0.0,144,46.15384615384615,168,53.84615384615385,115,36.85897435897436,31.69604415534526,42.341563096667834,29,20692.327956989247,20692.5,6.396088788105596,4.475827217102051,19.406238812208176,0
Occitan,Llama-3.1-8B,198,198,33,198,100.0,0,0.0,198,100.0,0,0.0,179,90.4040404040404,0,0.0,19,9.595959595959595,179,90.4040404040404,19,9.595959595959595,6.22948885543644,14.500374605302804,0,20179.39898989899,20214.5,5.342243501935342,4.433653384447098,10.727861714363097,0
Occitan,Qwen2.5-14B,198,198,33,165,83.33333333333333,33,16.666666666666668,165,83.33333333333333,0,0.0,130,78.78787878787878,1,0.6060606060606061,34,20.606060606060606,131,79.39393939393939,34,20.606060606060606,15.137301776951592,27.412353575759003,0,20691.217171717173,20692.0,5.947709203067452,4.452273666858673,18.46664220690727,0
Oriya (Odia),Llama-3.1-8B,402,402,67,402,100.0,0,0.0,402,100.0,0,0.0,333,82.83582089552239,0,0.0,69,17.16417910447761,333,82.83582089552239,69,17.16417910447761,13.793324715719985,21.156642996514524,0,20215.611940298506,20252.5,5.410392051609001,4.378637790679932,11.01995823383331,0
Oriya (Odia),Qwen2.5-14B,402,402,67,335,83.33333333333333,67,16.666666666666668,335,83.33333333333333,4,1.1940298507462686,270,80.59701492537313,2,0.5970149253731343,63,18.80597014925373,272,81.19402985074628,59,17.611940298507463,13.906653729907504,22.051596256605915,4,20694.149253731342,20694.5,6.2674409609232375,4.496964991092682,18.4961030960083,0
Oromo,Llama-3.1-8B,162,162,27,162,100.0,0,0.0,162,100.0,0,0.0,93,57.407407407407405,0,0.0,69,42.592592592592595,93,57.407407407407405,69,42.592592592592595,35.23642022129437,50.291927050452365,0,20179.70987654321,20198.0,5.430432070184637,4.447424799203873,11.013181394338607,0
Oromo,Qwen2.5-14B,162,162,27,137,84.5679012345679,25,15.432098765432098,137,84.5679012345679,11,8.02919708029197,67,48.90510948905109,1,0.7299270072992701,69,50.36496350364963,68,49.63503649635037,58,42.33576642335766,34.3821382236549,50.707479438758554,11,20691.253086419754,20691.5,6.127715641701663,4.476745843887329,19.63245184421539,0
Pashto,Llama-3.1-8B,168,168,28,168,100.0,0,0.0,168,100.0,0,0.0,136,80.95238095238095,0,0.0,32,19.047619047619047,136,80.95238095238095,32,19.047619047619047,13.827819324386684,25.65127919250991,0,20180.505952380954,20211.0,5.161988886339324,4.425156086683273,10.738419365882875,0
Pashto,Qwen2.5-14B,168,168,28,140,83.33333333333333,28,16.666666666666668,140,83.33333333333333,0,0.0,92,65.71428571428571,0,0.0,48,34.285714285714285,92,65.71428571428571,48,34.285714285714285,26.937061163811972,42.47370513351244,0,20692.14285714286,20692.0,6.222894319111393,4.49920916557312,18.54020940065384,0
Persian,Llama-3.1-8B,132,132,22,132,100.0,0,0.0,132,100.0,0,0.0,116,87.87878787878788,0,0.0,16,12.121212121212121,116,87.87878787878788,16,12.121212121212121,7.600416870979284,18.784354856188028,0,20169.280303030304,20199.0,5.503647451147889,4.301587700843811,19.401300239562985,0
Persian,Qwen2.5-14B,132,132,22,110,83.33333333333333,22,16.666666666666668,110,83.33333333333333,1,0.9090909090909091,89,80.9090909090909,0,0.0,21,19.09090909090909,89,80.9090909090909,20,18.181818181818183,12.089572411843909,26.421405288948357,1,20690.06818181818,20690.0,7.0420610155120045,4.5062249302864075,22.81745962500572,0
Polish,Llama-3.1-8B,102,102,17,102,100.0,0,0.0,102,100.0,1,0.9803921568627451,92,90.19607843137256,0,0.0,10,9.803921568627452,92,90.19607843137256,9,8.823529411764707,4.711555975757313,15.924458553951421,1,20181.107843137255,20216.5,5.5096857273111155,4.213258683681488,10.936882615089415,0
Polish,Qwen2.5-14B,102,102,17,85,83.33333333333333,17,16.666666666666668,85,83.33333333333333,0,0.0,67,78.82352941176471,0,0.0,18,21.176470588235293,67,78.82352941176471,18,21.176470588235293,13.836235998806561,31.009334244591702,0,20689.774509803923,20690.5,5.935542999529371,4.502386689186096,18.584462982416152,0
Portuguese,Llama-3.1-8B,120,120,20,120,100.0,0,0.0,120,100.0,0,0.0,113,94.16666666666667,0,0.0,7,5.833333333333333,113,94.16666666666667,7,5.833333333333333,2.8541010000220295,11.552592033630113,0,20180.158333333333,20211.0,5.315426772336165,4.374908268451691,10.4523506462574,0
Portuguese,Qwen2.5-14B,120,120,20,100,83.33333333333333,20,16.666666666666668,100,83.33333333333333,1,1.0,86,86.0,0,0.0,14,14.0,86,86.0,13,13.0,7.757167427240512,20.98035144007643,1,20689.875,20689.5,6.0053208157420155,4.451627135276794,18.441000813245772,0
Punjabi,Llama-3.1-8B,162,162,27,162,100.0,0,0.0,162,100.0,0,0.0,146,90.12345679012346,0,0.0,16,9.876543209876543,146,90.12345679012346,16,9.876543209876543,6.171099822606378,15.440781232688423,0,20184.11111111111,20186.0,5.0727494340619925,4.284919917583466,10.571351170539856,0
Punjabi,Qwen2.5-14B,162,162,27,136,83.95061728395062,26,16.049382716049383,136,83.95061728395062,0,0.0,90,66.17647058823529,3,2.2058823529411766,43,31.61764705882353,93,68.38235294117646,43,31.61764705882353,24.39941376538203,39.84581048952908,0,20690.98148148148,20691.5,6.213228706592395,4.472220242023468,18.64000031352043,0
Romanian,Llama-3.1-8B,102,102,17,102,100.0,0,0.0,102,100.0,0,0.0,94,92.15686274509804,0,0.0,8,7.8431372549019605,94,92.15686274509804,8,7.8431372549019605,4.027668586745994,14.718727241289134,0,20176.99019607843,20203.5,5.3318193975616905,4.277662485837936,11.149015879631039,0
Romanian,Qwen2.5-14B,102,102,17,85,83.33333333333333,17,16.666666666666668,85,83.33333333333333,0,0.0,71,83.52941176470588,0,0.0,14,16.470588235294116,71,83.52941176470588,14,16.470588235294116,10.072462065396518,25.76830331978105,0,20690.098039215685,20690.5,5.889003479013256,4.552308976650238,18.521408057212827,0
Russian,Llama-3.1-8B,138,138,23,138,100.0,0,0.0,138,100.0,0,0.0,135,97.82608695652173,0,0.0,3,2.1739130434782608,135,97.82608695652173,3,2.1739130434782608,0.7420393841889743,6.196311999474526,0,20175.94927536232,20201.5,5.275907397270203,4.432887136936188,10.636399680376053,0
Russian,Qwen2.5-14B,138,138,23,116,84.05797101449275,22,15.942028985507246,116,84.05797101449275,1,0.8620689655172413,96,82.75862068965517,1,0.8620689655172413,19,16.379310344827587,97,83.62068965517241,18,15.517241379310345,10.046608139198115,23.19853024008731,1,20690.043478260868,20690.0,6.183904676765636,4.514258801937103,18.565162026882174,0
Serbian,Llama-3.1-8B,180,180,30,180,100.0,0,0.0,180,100.0,0,0.0,164,91.11111111111111,0,0.0,16,8.88888888888889,164,91.11111111111111,16,8.88888888888889,5.545460269973844,13.950391781358787,0,20179.71111111111,20205.5,5.1350162191523445,4.408665984869003,10.623156410455703,0
Serbian,Qwen2.5-14B,180,180,30,151,83.88888888888889,29,16.11111111111111,151,83.88888888888889,0,0.0,130,86.09271523178808,5,3.3112582781456954,16,10.596026490066226,135,89.40397350993378,16,10.596026490066226,6.628109838274067,16.519088007619654,0,20690.216666666667,20690.5,6.161674583289359,4.6190348863601685,18.483949029445647,0
Shona,Llama-3.1-8B,348,348,58,348,100.0,0,0.0,348,100.0,0,0.0,241,69.25287356321839,0,0.0,107,30.74712643678161,241,69.25287356321839,107,30.74712643678161,26.13110157341146,35.783562932260324,0,20180.01724137931,20208.0,5.320565210676741,4.416998982429504,10.88487021923065,0
Shona,Qwen2.5-14B,348,348,58,291,83.62068965517241,57,16.379310344827587,291,83.62068965517241,11,3.7800687285223367,184,63.23024054982818,0,0.0,107,36.76975945017182,184,63.23024054982818,96,32.98969072164948,27.839962668491225,38.5826698893655,11,20691.275862068964,20691.5,6.154092182201901,4.462630212306976,18.63080134987831,0
Sindhi,Llama-3.1-8B,228,228,38,228,100.0,0,0.0,228,100.0,0,0.0,177,77.63157894736842,0,0.0,51,22.36842105263158,177,77.63157894736842,51,22.36842105263158,17.442746434460283,28.209769452507018,0,20175.23245614035,20213.5,5.331594673687952,4.411467641592026,11.011969673633574,0
Sindhi,Qwen2.5-14B,228,228,38,191,83.7719298245614,37,16.228070175438596,191,83.7719298245614,6,3.141361256544503,127,66.49214659685863,0,0.0,64,33.50785340314136,127,66.49214659685863,58,30.36649214659686,24.285241659608868,37.22192398473179,6,20691.008771929824,20691.0,6.311390773769011,4.464506506919861,19.31408366560936,0
Slovak,Llama-3.1-8B,180,180,30,180,100.0,0,0.0,180,100.0,0,0.0,164,91.11111111111111,0,0.0,16,8.88888888888889,164,91.11111111111111,16,8.88888888888889,5.545460269973844,13.950391781358787,0,20178.133333333335,20206.0,5.277845359510845,4.4100600481033325,14.136410921812042,0
Slovak,Qwen2.5-14B,180,180,30,153,85.0,27,15.0,153,85.0,0,0.0,136,88.88888888888889,1,0.6535947712418301,16,10.457516339869281,137,89.54248366013071,16,10.457516339869281,6.540047117768524,16.31198390144634,0,20690.05,20690.5,6.856192516618305,4.469704747200012,18.599379223585128,0
Slovenian,Llama-3.1-8B,180,180,30,180,100.0,0,0.0,180,100.0,0,0.0,163,90.55555555555556,0,0.0,17,9.444444444444445,163,90.55555555555556,17,9.444444444444445,5.980383064834928,14.603362877695908,0,20182.411111111112,20208.5,5.373029597931438,4.282697170972824,14.651407444477082,0
Slovenian,Qwen2.5-14B,180,180,30,150,83.33333333333333,30,16.666666666666668,150,83.33333333333333,6,4.0,122,81.33333333333333,1,0.6666666666666666,27,18.0,123,82.0,21,14.0,9.342648818551796,20.455208775949718,6,20691.105555555554,20692.0,6.462685962849193,4.5220120549201965,18.78791399002075,0
Somali,Llama-3.1-8B,216,216,36,216,100.0,0,0.0,216,100.0,1,0.46296296296296297,120,55.55555555555556,0,0.0,96,44.44444444444444,120,55.55555555555556,95,43.98148148148148,37.52444247670972,50.648852888289674,1,20177.541666666668,20198.0,5.415879508411443,4.402575492858887,10.952389150857925,0
Somali,Qwen2.5-14B,216,216,36,182,84.25925925925925,34,15.74074074074074,182,84.25925925925925,9,4.945054945054945,103,56.59340659340659,0,0.0,79,43.40659340659341,103,56.59340659340659,70,38.46153846153846,31.70137161838059,45.69871969250233,9,20690.27314814815,20690.5,6.572834779542905,4.507316052913666,19.757217556238174,0
Sorani Kurdish,Llama-3.1-8B,336,336,56,336,100.0,0,0.0,336,100.0,0,0.0,293,87.20238095238095,0,0.0,43,12.797619047619047,293,87.20238095238095,43,12.797619047619047,9.641614850052292,16.794670802810302,0,20188.33035714286,20219.0,5.374016812692086,4.419532299041748,10.848422348499298,0
Sorani Kurdish,Qwen2.5-14B,336,336,56,283,84.22619047619048,53,15.773809523809524,283,84.22619047619048,4,1.4134275618374559,225,79.50530035335689,2,0.7067137809187279,56,19.78798586572438,227,80.21201413427562,52,18.374558303886925,14.296369188218963,23.299820450499308,4,20692.130952380954,20692.5,6.265571393072605,4.515278995037079,18.595532715320587,0
Spanish,Llama-3.1-8B,114,114,19,114,100.0,0,0.0,114,100.0,0,0.0,103,90.35087719298245,0,0.0,11,9.649122807017545,103,90.35087719298245,11,9.649122807017545,5.47361490452138,16.45538960654303,0,20174.833333333332,20206.0,5.333592928815306,4.30040368437767,10.581514108181,0
Spanish,Qwen2.5-14B,114,114,19,95,83.33333333333333,19,16.666666666666668,95,83.33333333333333,0,0.0,69,72.63157894736842,0,0.0,26,27.36842105263158,69,72.63157894736842,26,27.36842105263158,19.414554367154167,37.08143374042198,0,20689.894736842107,20691.0,5.902027430764416,4.515062987804413,18.699000239372253,0
Swahili,Llama-3.1-8B,258,258,43,258,100.0,0,0.0,258,100.0,0,0.0,225,87.20930232558139,0,0.0,33,12.790697674418604,225,87.20930232558139,33,12.790697674418604,9.254564407400759,17.41862139566212,0,20182.93023255814,20217.5,5.32677210024161,4.40846711397171,10.739850491285322,0
Swahili,Qwen2.5-14B,258,258,43,217,84.10852713178295,41,15.891472868217054,217,84.10852713178295,5,2.304147465437788,151,69.5852534562212,0,0.0,66,30.4147465437788,151,69.5852534562212,61,28.110599078341014,22.550228131838512,34.432486750002354,5,20692.27519379845,20692.5,6.803854977899744,4.441674709320068,19.879106289148332,0
Swedish,Llama-3.1-8B,102,102,17,102,100.0,0,0.0,102,100.0,0,0.0,100,98.03921568627452,0,0.0,2,1.9607843137254901,100,98.03921568627452,2,1.9607843137254901,0.5393752169586284,6.8693084010348935,0,20177.941176470587,20214.5,5.4728883037380145,4.335300862789154,14.84959228038783,0
