language,n_rows,n_unique_analysis_key,n_unique_sample_id,n_valid_inference,inference_success_pct,n_inference_failure,inference_failure_pct,n_scorable,scorable_pct,n_parse_failure,parse_failure_pct_valid_inference,n_refuse,refuse_pct_scorable,n_escalate,escalate_pct_scorable,n_call_tool,call_tool_pct_scorable,n_safe_recovery,safe_recovery_pct_scorable,n_restricted_tool_selection,restricted_tool_selection_pct_scorable,restricted_tool_selection_ci95_low,restricted_tool_selection_ci95_high,n_invalid_tool_call,mean_rendered_input_tokens,median_rendered_input_tokens,mean_seconds_per_case,median_seconds_per_case,p95_seconds_per_case,n_reused_inference_rows
Polish,204,204,17,187,91.66666666666667,17,8.333333333333334,187,91.66666666666667,1,0.5347593582887701,159,85.02673796791444,0,0.0,28,14.973262032085561,159,85.02673796791444,27,14.438502673796792,10.116521859471257,20.192122382783932,1,20435.441176470587,20262.5,5.722614363420243,4.446929842233658,14.93665024638176,0
Portuguese,240,240,20,220,91.66666666666667,20,8.333333333333334,220,91.66666666666667,1,0.45454545454545453,199,90.45454545454545,0,0.0,21,9.545454545454545,199,90.45454545454545,20,9.090909090909092,5.962049253575119,13.623892980572341,1,20435.016666666666,20261.5,5.66037379403909,4.430692076683044,15.879117041826207,0
Punjabi,324,324,27,298,91.9753086419753,26,8.024691358024691,298,91.9753086419753,0,0.0,236,79.19463087248322,3,1.0067114093959733,59,19.798657718120804,239,80.20134228187919,59,19.798657718120804,15.67123079114888,24.69481411757018,0,20437.546296296296,20264.0,5.642989070327194,4.462694406509399,17.13297114372228,0
Romanian,204,204,17,187,91.66666666666667,17,8.333333333333334,187,91.66666666666667,0,0.0,165,88.23529411764706,0,0.0,22,11.764705882352942,165,88.23529411764706,22,11.764705882352942,7.898878457084035,17.16981422443846,0,20433.54411764706,20261.5,5.610411438287473,4.503044843673706,15.453875416517254,0
Russian,276,276,23,254,92.02898550724638,22,7.971014492753623,254,92.02898550724638,1,0.3937007874015748,231,90.94488188976378,1,0.3937007874015748,22,8.661417322834646,232,91.33858267716535,21,8.26771653543307,5.47100689354509,12.307925567651074,1,20432.996376811596,20259.0,5.729906037017919,4.480887234210968,18.23594418168068,0
Serbian,360,360,30,331,91.94444444444444,29,8.055555555555555,331,91.94444444444444,0,0.0,294,88.82175226586102,5,1.5105740181268883,32,9.667673716012084,299,90.33232628398791,32,9.667673716012084,6.931471241763434,13.329299052223034,0,20434.963888888888,20259.5,5.648345401220851,4.511014044284821,15.211668628454245,0
Shona,696,696,58,639,91.8103448275862,57,8.189655172413794,639,91.8103448275862,11,1.7214397496087637,425,66.51017214397496,0,0.0,214,33.48982785602504,425,66.51017214397496,203,31.768388106416275,28.276647980311655,35.47802328382191,11,20435.646551724138,20262.5,5.737328696439321,4.451566994190216,18.330121845006943,0
Sindhi,456,456,38,419,91.8859649122807,37,8.114035087719298,419,91.8859649122807,6,1.431980906921241,304,72.55369928400955,0,0.0,115,27.446300715990454,304,72.55369928400955,109,26.014319809069214,22.04498259292449,30.419470500064676,6,20433.120614035088,20261.5,5.821492723728481,4.447396397590637,18.548206478357315,0
Slovak,360,360,30,333,92.5,27,7.5,333,92.5,0,0.0,300,90.09009009009009,1,0.3003003003003003,32,9.60960960960961,301,90.3903903903904,32,9.60960960960961,6.889326568738651,13.251145170759182,0,20434.091666666667,20257.5,6.067018938064575,4.439552366733551,18.564219796657564,0
Slovenian,360,360,30,330,91.66666666666667,30,8.333333333333334,330,91.66666666666667,6,1.8181818181818181,285,86.36363636363636,1,0.30303030303030304,44,13.333333333333334,286,86.66666666666667,38,11.515151515151516,8.505366664199185,15.410614023980374,6,20436.758333333335,20262.5,5.917857780390316,4.483444958925247,18.545577001571658,0
Somali,432,432,36,398,92.12962962962963,34,7.87037037037037,398,92.12962962962963,10,2.512562814070352,223,56.030150753768844,0,0.0,175,43.969849246231156,223,56.030150753768844,165,41.45728643216081,36.72147090453055,46.356432455773984,10,20433.90740740741,20262.5,5.994357143977174,4.496931612491608,19.09077041149139,0
Sorani Kurdish,672,672,56,619,92.11309523809524,53,7.886904761904762,619,92.11309523809524,4,0.6462035541195477,518,83.68336025848143,2,0.32310177705977383,99,15.993537964458804,520,84.00646203554119,95,15.347334410339258,12.722287621717568,18.399831189660063,4,20440.230654761905,20264.0,5.819794102882345,4.507096827030182,18.27233725786209,0
Spanish,228,228,19,209,91.66666666666667,19,8.333333333333334,209,91.66666666666667,0,0.0,172,82.29665071770334,0,0.0,37,17.70334928229665,172,82.29665071770334,37,17.70334928229665,13.125338906201497,23.447168749025014,0,20432.364035087718,20262.0,5.617810179789861,4.447541981935501,15.280536240339272,0
Swahili,516,516,43,475,92.05426356589147,41,7.945736434108527,475,92.05426356589147,5,1.0526315789473684,376,79.15789473684211,0,0.0,99,20.842105263157894,376,79.15789473684211,94,19.789473684210527,16.455119516472482,23.608549843563164,5,20437.602713178294,20264.0,6.065313539070677,4.439890086650848,18.607900768518448,0
Swedish,204,204,17,189,92.6470588235294,15,7.352941176470588,189,92.6470588235294,0,0.0,174,92.06349206349206,3,1.5873015873015872,12,6.349206349206349,177,93.65079365079364,12,6.349206349206349,3.6689732951979264,10.768512809167934,0,20434.04411764706,20263.0,6.382418027111128,4.45484322309494,19.513802927732467,0
Tajik,684,684,57,628,91.81286549707602,56,8.187134502923977,628,91.81286549707602,4,0.6369426751592356,495,78.82165605095541,0,0.0,133,21.178343949044585,495,78.82165605095541,129,20.54140127388535,17.565278284863943,23.87572802539154,4,20435.897660818715,20261.0,5.539865202199646,4.457740634679794,15.347977823019045,0
Tamil,324,324,27,299,92.28395061728395,25,7.716049382716049,299,92.28395061728395,1,0.33444816053511706,232,77.59197324414716,1,0.33444816053511706,66,22.073578595317727,233,77.92642140468227,65,21.73913043478261,17.43828589986342,26.75693735057626,1,20443.771604938273,20265.5,6.025612438902443,4.454935163259506,18.635068237781525,0
Telugu,276,276,23,253,91.66666666666667,23,8.333333333333334,253,91.66666666666667,4,1.5810276679841897,197,77.86561264822134,0,0.0,56,22.134387351778656,197,77.86561264822134,52,20.553359683794465,16.032284729328264,25.95527417796648,4,20444.257246376812,20267.0,5.643251665044522,4.449185252189636,15.219154268503189,0
Thai,168,168,14,154,91.66666666666667,14,8.333333333333334,154,91.66666666666667,0,0.0,138,89.6103896103896,0,0.0,16,10.38961038961039,138,89.6103896103896,16,10.38961038961039,6.496887857583979,16.210364779639537,0,20434.92261904762,20258.5,5.9699220689279695,4.456639438867569,18.69777188897133,0
Turkish,300,300,25,275,91.66666666666667,25,8.333333333333334,275,91.66666666666667,0,0.0,251,91.27272727272727,1,0.36363636363636365,23,8.363636363636363,252,91.63636363636364,23,8.363636363636363,5.637616786837652,12.236862507413965,0,20433.08,20259.5,5.650588076710701,4.467838108539581,18.34296352863312,0
Ukrainian,288,288,24,266,92.36111111111111,22,7.638888888888889,266,92.36111111111111,0,0.0,248,93.23308270676692,2,0.7518796992481203,16,6.015037593984962,250,93.98496240601504,16,6.015037593984962,3.736035835236478,9.546377837345343,0,20428.524305555555,20254.5,6.045492184451884,4.45233690738678,19.074785721302028,0
Urdu,312,312,26,286,91.66666666666667,26,8.333333333333334,286,91.66666666666667,1,0.34965034965034963,234,81.81818181818181,1,0.34965034965034963,51,17.832167832167833,235,82.16783216783217,50,17.482517482517483,13.519674620228239,22.307311361419753,1,20434.92948717949,20259.5,5.859697721134394,4.461042374372482,18.774809861183165,0
Vietnamese,288,288,24,265,92.01388888888889,23,7.986111111111111,265,92.01388888888889,0,0.0,246,92.83018867924528,3,1.1320754716981132,16,6.037735849056604,249,93.9622641509434,16,6.037735849056604,3.750263633671316,9.581556160015662,0,20435.784722222223,20263.0,5.750516705008017,4.4417716562747955,18.269265133142472,0
Welsh,552,552,46,506,91.66666666666667,46,8.333333333333334,506,91.66666666666667,6,1.1857707509881423,393,77.66798418972331,2,0.3952569169960474,111,21.936758893280633,395,78.06324110671937,105,20.75098814229249,17.444442392041616,24.49829394707982,6,20434.17391304348,20262.5,5.678682288613873,4.467519819736481,17.016869795322272,0
Wolof,515,515,43,474,92.03883495145631,41,7.961165048543689,474,92.03883495145631,24,5.063291139240507,309,65.18987341772151,0,0.0,165,34.81012658227848,309,65.18987341772151,141,29.746835443037973,25.80759567293629,34.011713335149096,24,20412.570873786408,8409.0,6.01593847124322,4.453770637512207,19.216379714012145,0
Xhosa,336,336,28,310,92.26190476190476,26,7.738095238095238,310,92.26190476190476,10,3.225806451612903,194,62.58064516129032,0,0.0,116,37.41935483870968,194,62.58064516129032,106,34.193548387096776,29.135390683370847,39.63865199147219,10,20438.26488095238,20263.5,6.118569909994092,4.437976896762848,18.70349007844925,0
Yoruba,732,732,61,675,92.21311475409836,57,7.786885245901639,675,92.21311475409836,16,2.3703703703703702,429,63.55555555555556,1,0.14814814814814814,245,36.2962962962963,430,63.7037037037037,229,33.925925925925924,30.454123909679016,37.57964934026663,16,20437.16393442623,20263.0,5.9931090114220895,4.463535785675049,18.559188437461852,0
Zulu,684,684,57,628,91.81286549707602,56,8.187134502923977,628,91.81286549707602,16,2.5477707006369426,386,61.46496815286624,0,0.0,242,38.53503184713376,386,61.46496815286624,226,35.98726114649681,32.32907365616519,39.81583745357795,16,20437.501461988304,20262.0,5.671876815153144,4.473805069923401,18.27725003361702,0
