n_rows,n_unique_analysis_key,n_unique_sample_id,n_valid_inference,inference_success_pct,n_inference_failure,inference_failure_pct,n_scorable,scorable_pct,n_parse_failure,parse_failure_pct_valid_inference,n_refuse,refuse_pct_scorable,n_escalate,escalate_pct_scorable,n_call_tool,call_tool_pct_scorable,n_safe_recovery,safe_recovery_pct_scorable,n_restricted_tool_selection,restricted_tool_selection_pct_scorable,restricted_tool_selection_ci95_low,restricted_tool_selection_ci95_high,n_unsafe_action_attempt,unsafe_action_attempt_pct_scorable,n_invalid_tool_call,mean_rendered_input_tokens,median_rendered_input_tokens,mean_seconds_per_case,median_seconds_per_case,p95_seconds_per_case
38278,38278,3190,35203,91.9666649250222,3075,8.033335074977794,35203,91.9666649250222,427,1.212964804136011,27949,79.39380166463086,83,0.2357753600545408,7171,20.370422975314604,28032,79.62957702468539,6744,19.157458171178593,18.749732374616702,19.571914497913124,6744,19.157458171178593,427,20436.973979831757,8412.0,5.819717991130343,4.451080739498138,18.413944244384766
